model,conversation_id,question_ref,answer_ref,question,answer,score,offset_answer_start,offset_answer_end,context,offset_context_start,offset_context_end
deepset/xlm-roberta-large-squad2,16997,1,2,What date is proposed for the next meeting?,nine fifty nine twenty five. I forgot that I had an appointment,-9.174049377441406,17551,17614,o run because it is nine fifty nine twenty five. I forgot that I had an appointment. Sure. I didn't ,17532,17632
deepset/xlm-roberta-large-squad2,16997,1,3,What date is proposed for the next meeting?,nine fifty nine,-9.273319244384766,17551,17566,"r said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an appo",17508,17608
deepset/xlm-roberta-large-squad2,16997,1,4,What date is proposed for the next meeting?,".""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five",-9.288256645202637,17498,17579,"s well. So.""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgo",17488,17588
deepset/xlm-roberta-large-squad2,17030,0,0,What date is set for another meeting?,no_answer,7.5225067138671875,0,0,,0,0
deepset/xlm-roberta-large-squad2,17030,0,1,What date is set for another meeting?,two years,0.5753728151321411,14209,14218,of pulling this out of my mind but I feel like two years would be a more reasonable amount of time e,14163,14263
deepset/xlm-roberta-large-squad2,17030,0,2,What date is set for another meeting?,Monday,-2.140146493911743,226,232,"py that it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the dog ",179,279
deepset/xlm-roberta-large-squad2,17030,0,3,What date is set for another meeting?,two years would be a more reasonable amount of time,-2.9833059310913086,14209,14260,f my mind but I feel like two years would be a more reasonable amount of time especially with covid ,14184,14284
deepset/xlm-roberta-large-squad2,17030,0,4,What date is set for another meeting?,As an average it's surprising,-3.7010934352874756,17441,17470," surprising to you?""
customer said ""As an average it's surprising to me yeah it would be I mean that",17405,17505
deepset/xlm-roberta-large-squad2,17030,1,0,What date is proposed for the next meeting?,no_answer,7.482110977172852,0,0,,0,0
deepset/xlm-roberta-large-squad2,17030,1,1,What date is proposed for the next meeting?,two years,0.5092490911483765,14209,14218,of pulling this out of my mind but I feel like two years would be a more reasonable amount of time e,14163,14263
deepset/xlm-roberta-large-squad2,17030,1,2,What date is proposed for the next meeting?,Monday,-1.8896920680999756,226,232,"py that it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the dog ",179,279
deepset/xlm-roberta-large-squad2,17030,1,3,What date is proposed for the next meeting?,I will not be there,-2.623211622238159,19045,19064,"n it. Will you be there?""
operator said ""I will not be there. No no. I got I was supposed to co lead",19004,19104
deepset/xlm-roberta-large-squad2,17030,1,4,What date is proposed for the next meeting?,two years would be a more reasonable amount of time,-3.2734804153442383,14209,14260,f my mind but I feel like two years would be a more reasonable amount of time especially with covid ,14184,14284
deepset/xlm-roberta-large-squad2,17194,0,0,What date is set for another meeting?,no_answer,6.096030235290527,0,0,,0,0
deepset/xlm-roberta-large-squad2,17194,0,1,What date is set for another meeting?,pain,-8.473601341247559,9357,9361,h RA it's probably the first thing is always the pain. Yeah and then the tiredness there always feel,9309,9409
deepset/xlm-roberta-large-squad2,17194,0,2,What date is set for another meeting?,Xeljanz,-8.702936172485352,5167,5174,a smoker then they're probably not the patient. Xeljanz there are but there are still lots of patien,5120,5220
deepset/xlm-roberta-large-squad2,17194,0,3,What date is set for another meeting?,price,-8.996115684509277,3517,3522," than the other?""
customer said ""Um well I think price is one issue with this but I think. That that",3469,3569
deepset/xlm-roberta-large-squad2,17194,0,4,What date is set for another meeting?,ince,-9.424439430236816,10560,10564,because again mentioning our website we've got a ince video on there of of Illington talking about p,10512,10612
deepset/xlm-roberta-large-squad2,17194,1,0,What date is proposed for the next meeting?,no_answer,7.03410530090332,0,0,,0,0
deepset/xlm-roberta-large-squad2,17194,1,1,What date is proposed for the next meeting?,ince video,-8.785301208496094,10560,10570,ause again mentioning our website we've got a ince video on there of of Illington talking about pain,10515,10615
deepset/xlm-roberta-large-squad2,17194,1,2,What date is proposed for the next meeting?,Xeljanz,-9.227095603942871,5167,5174,a smoker then they're probably not the patient. Xeljanz there are but there are still lots of patien,5120,5220
deepset/xlm-roberta-large-squad2,17194,1,3,What date is proposed for the next meeting?,a ince video,-9.344983100891113,10558,10570,cause again mentioning our website we've got a ince video on there of of Illington talking about pai,10514,10614
deepset/xlm-roberta-large-squad2,17194,1,4,What date is proposed for the next meeting?,wildfire,-9.456077575683594,1035,1043,"g round all of us at Pfizer at the moment like wildfire. But yeah. Worse for you guys.""
customer sai",989,1089
deepset/xlm-roberta-large-squad2,17227,0,0,What date is set for another meeting?,no_answer,4.911682605743408,0,0,,0,0
deepset/xlm-roberta-large-squad2,17227,0,1,What date is set for another meeting?,the week after next,-0.9960638284683228,12412,12431," the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator said ",12371,12471
deepset/xlm-roberta-large-squad2,17227,0,2,What date is set for another meeting?,the week,-2.363152027130127,12412,12420,"hen's the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator ",12366,12466
deepset/xlm-roberta-large-squad2,17227,0,3,What date is set for another meeting?,week after next,-2.4159348011016846,12416,12431,"he the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator said ""Y",12373,12473
deepset/xlm-roberta-large-squad2,17227,0,4,What date is set for another meeting?,week,-3.748664379119873,12416,12420,"n's the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator sa",12368,12468
deepset/xlm-roberta-large-squad2,17227,1,0,What date is proposed for the next meeting?,no_answer,6.224054336547852,0,0,,0,0
deepset/xlm-roberta-large-squad2,17227,1,1,What date is proposed for the next meeting?,the week after next,-0.786871075630188,12412,12431," the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator said ",12371,12471
deepset/xlm-roberta-large-squad2,17227,1,2,What date is proposed for the next meeting?,the week after,-1.7599822282791138,12412,12426,"'s the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator sai",12369,12469
deepset/xlm-roberta-large-squad2,17227,1,3,What date is proposed for the next meeting?,week after next,-2.6253139972686768,12416,12431,"he the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator said ""Y",12373,12473
deepset/xlm-roberta-large-squad2,17227,1,4,What date is proposed for the next meeting?,the week,-2.976424217224121,12412,12420,"hen's the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator ",12366,12466
deepset/xlm-roberta-large-squad2,17326,0,0,What date is set for another meeting?,no_answer,5.675093650817871,0,0,,0,0
deepset/xlm-roberta-large-squad2,17326,0,1,What date is set for another meeting?,30 10,-4.895378589630127,6120,6125," then did we say 40 percent.""
customer said ""yep 30 10.""
operator said ""Thank you great stuff then I",6072,6172
deepset/xlm-roberta-large-squad2,17326,0,2,What date is set for another meeting?,"Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""
customer said ""Great, good option.""
operator said ""Ok well let's arrange that again Kerrianne. I really appreciate your time. One last thing.""
customer said ""Yeah.""
operator said ""Can I say this to you on PDF? I've got your permission to email it to you everything we've just gone through.""
customer said ""Yeah you can do.""
operator said ""So I put it through and I can send it to you after this call.""
customer said ""great. Thanks very much Jason.""
operator said ""That Kerrianne really appreciate the time. And I'll arrange the next meeting",-4.994891166687012,13499,14261,"Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""
customer said ""Great, good option.""
operator said ""Ok well let's arrange that again Kerrianne. I really appreciate your time. One last thing.""
customer said ""Yeah.""
operator said ""Can I say this to you on PDF? I've got your permission to email it to you everything we've just gone through.""
customer said ""Yeah you can do.""
operator said ""So I put it through and I can send it to you after this call.""
customer said ""great. Thanks very much Jason.""
operator said ""That Kerrianne really appreciate the time. And I'll arrange the next meeting",13499,14261
deepset/xlm-roberta-large-squad2,17326,0,3,What date is set for another meeting?,Perhaps,-6.812403202056885,13499,13506,"Oh yes I do. That'll be great.""
operator said ""Perhaps we could have a meeting. I could also take yo",13452,13552
deepset/xlm-roberta-large-squad2,17326,0,4,What date is set for another meeting?,Perhaps we could have a meeting. I could also take you through,-7.15421724319458,13499,13561,"t.""
operator said ""Perhaps we could have a meeting. I could also take you through. She's actually se",13480,13580
deepset/xlm-roberta-large-squad2,17326,1,0,What date is proposed for the next meeting?,no_answer,6.325254440307617,0,0,,0,0
deepset/xlm-roberta-large-squad2,17326,1,1,What date is proposed for the next meeting?,30 10,-0.09052276611328125,6120,6125," then did we say 40 percent.""
customer said ""yep 30 10.""
operator said ""Thank you great stuff then I",6072,6172
deepset/xlm-roberta-large-squad2,17326,1,2,What date is proposed for the next meeting?,"30 10.""",-3.5029468536376953,6120,6127,"then did we say 40 percent.""
customer said ""yep 30 10.""
operator said ""Thank you great stuff then I ",6073,6173
deepset/xlm-roberta-large-squad2,17326,1,3,What date is proposed for the next meeting?,10,-3.8680355548858643,6123,6125,"hen did we say 40 percent.""
customer said ""yep 30 10.""
operator said ""Thank you great stuff then I c",6074,6174
deepset/xlm-roberta-large-squad2,17326,1,4,What date is proposed for the next meeting?,"30 10.""
operator said ""Thank you great stuff then I can go into the breakdown and you can say so these are all the costings for dupilumab for example so you've got clinical interactions. Pretty much without one interaction one hospital consultant signed Nurse time and pharmacist time again you can see here weeks nine to 16",-4.944794178009033,6120,6444," 30 10.""
operator said ""Thank you great stuff then I can go into the breakdown and you can say so these are all the costings for dupilumab for example so you've got clinical interactions. Pretty much without one interaction one hospital consultant signed Nurse time and pharmacist time again you can see here weeks nine to 1",6120,6444
deepset/xlm-roberta-large-squad2,18254,0,0,What date is set for another meeting?,no_answer,7.225502967834473,0,0,,0,0
deepset/xlm-roberta-large-squad2,18254,0,1,What date is set for another meeting?,"trauman and we will cover with the Alleyvn gentle. Yes that's right.""
operator said ""Okay.""
customer said ""For good to continue.""
operator said ""That's okay. Because that's one of. Oh no. Yeah no that's fine now. That's good to know because umm one of the things that we've been sort of talking about his skin tears and I'm the way of treating them. And I think the new ISTAP advisory panel is sort of saying that we clean it with saline and then put on something like just Alleyvn gentle border. So it's not going to cause any more damage to the skin, you know that fragile skin.""
customer said ""Yeah because we will, we would take it take it out. It will cause more damage than Alleyvn.""
operator said ""Yeah and its so nice. Its so good to hear you saying that because I've been talking to some people and they've been using all sorts of things and I think oh no. Those poor patients. they all know""
customer said ""And I said that it is one the best thing for me, skin breaks, skin flaps.""
operator said ""Aww absolutely. Well listen Minimal",-5.084502220153809,3049,4091,"trauman and we will cover with the Alleyvn gentle. Yes that's right.""
operator said ""Okay.""
customer said ""For good to continue.""
operator said ""That's okay. Because that's one of. Oh no. Yeah no that's fine now. That's good to know because umm one of the things that we've been sort of talking about his skin tears and I'm the way of treating them. And I think the new ISTAP advisory panel is sort of saying that we clean it with saline and then put on something like just Alleyvn gentle border. So it's not going to cause any more damage to the skin, you know that fragile skin.""
customer said ""Yeah because we will, we would take it take it out. It will cause more damage than Alleyvn.""
operator said ""Yeah and its so nice. Its so good to hear you saying that because I've been talking to some people and they've been using all sorts of things and I think oh no. Those poor patients. they all know""
customer said ""And I said that it is one the best thing for me, skin breaks, skin flaps.""
operator said ""Aww absolutely. Well listen Minimal",3049,4091
deepset/xlm-roberta-large-squad2,18254,0,2,What date is set for another meeting?,Minimal,-5.517317771911621,4083,4090,"ps.""
operator said ""Aww absolutely. Well listen Minimal, thank you.""
customer said ""If you will leav",4036,4136
deepset/xlm-roberta-large-squad2,18254,0,3,What date is set for another meeting?,trau,-5.589198112487793,3049,3053,. I am using on the skin tear. We will use the Atrauman and we will cover with the Alleyvn gentle. Y,3001,3101
deepset/xlm-roberta-large-squad2,18254,0,4,What date is set for another meeting?,trauman,-6.774590015411377,3049,3056, I am using on the skin tear. We will use the Atrauman and we will cover with the Alleyvn gentle. Ye,3002,3102
deepset/xlm-roberta-large-squad2,18254,1,0,What date is proposed for the next meeting?,no_answer,8.188618659973145,0,0,,0,0
deepset/xlm-roberta-large-squad2,18254,1,1,What date is proposed for the next meeting?,Minimal,-5.503124237060547,4083,4090,"ps.""
operator said ""Aww absolutely. Well listen Minimal, thank you.""
customer said ""If you will leav",4036,4136
deepset/xlm-roberta-large-squad2,18254,1,2,What date is proposed for the next meeting?,"trauman and we will cover with the Alleyvn gentle. Yes that's right.""
operator said ""Okay.""
customer said ""For good to continue.""
operator said ""That's okay. Because that's one of. Oh no. Yeah no that's fine now. That's good to know because umm one of the things that we've been sort of talking about his skin tears and I'm the way of treating them. And I think the new ISTAP advisory panel is sort of saying that we clean it with saline and then put on something like just Alleyvn gentle border. So it's not going to cause any more damage to the skin, you know that fragile skin.""
customer said ""Yeah because we will, we would take it take it out. It will cause more damage than Alleyvn.""
operator said ""Yeah and its so nice. Its so good to hear you saying that because I've been talking to some people and they've been using all sorts of things and I think oh no. Those poor patients. they all know""
customer said ""And I said that it is one the best thing for me, skin breaks, skin flaps.""
operator said ""Aww absolutely. Well listen Minimal",-6.287525177001953,3049,4091,"trauman and we will cover with the Alleyvn gentle. Yes that's right.""
operator said ""Okay.""
customer said ""For good to continue.""
operator said ""That's okay. Because that's one of. Oh no. Yeah no that's fine now. That's good to know because umm one of the things that we've been sort of talking about his skin tears and I'm the way of treating them. And I think the new ISTAP advisory panel is sort of saying that we clean it with saline and then put on something like just Alleyvn gentle border. So it's not going to cause any more damage to the skin, you know that fragile skin.""
customer said ""Yeah because we will, we would take it take it out. It will cause more damage than Alleyvn.""
operator said ""Yeah and its so nice. Its so good to hear you saying that because I've been talking to some people and they've been using all sorts of things and I think oh no. Those poor patients. they all know""
customer said ""And I said that it is one the best thing for me, skin breaks, skin flaps.""
operator said ""Aww absolutely. Well listen Minimal",3049,4091
deepset/xlm-roberta-large-squad2,18254,1,3,What date is proposed for the next meeting?,listen Minimal,-7.672013282775879,4076,4090,"flaps.""
operator said ""Aww absolutely. Well listen Minimal, thank you.""
customer said ""If you will l",4033,4133
deepset/xlm-roberta-large-squad2,18254,1,4,What date is proposed for the next meeting?,trau,-8.083794593811035,3049,3053,. I am using on the skin tear. We will use the Atrauman and we will cover with the Alleyvn gentle. Y,3001,3101
deepset/xlm-roberta-large-squad2,18255,0,0,What date is set for another meeting?,no_answer,5.851183891296387,0,0,,0,0
deepset/xlm-roberta-large-squad2,18255,0,1,What date is set for another meeting?,Leg wounds generally Yes yeah yeah so sore or traumatic wounds generally I've only been in nursing since April so I'm just going off what I have seen. So we have abdominal wounds,-10.068130493164062,1474,1652,Leg wounds generally Yes yeah yeah so sore or traumatic wounds generally I've only been in nursing since April so I'm just going off what I have seen. So we have abdominal wounds,1474,1652
deepset/xlm-roberta-large-squad2,18255,0,2,What date is set for another meeting?,Sometimes we are not using them for seven days just Because the wounds are quite. They require earlier so they're not really lasting the seven days. But some people do tend to have a skin reaction to Allevyn,-10.071067810058594,1876,2083,"""Sometimes we are not using them for seven days just Because the wounds are quite. They require earlier so they're not really lasting the seven days. But some people do tend to have a skin reaction to Allevyn",1875,2083
deepset/xlm-roberta-large-squad2,18255,0,3,What date is set for another meeting?,Sometimes we are not using them for seven days,-10.161895751953125,1876,1922," of thing?""
customer said ""Sometimes we are not using them for seven days just Because the wounds ar",1849,1949
deepset/xlm-roberta-large-squad2,18255,0,4,What date is set for another meeting?,"Leg wounds generally Yes yeah yeah so sore or traumatic wounds generally I've only been in nursing since April so I'm just going off what I have seen. So we have abdominal wounds as well but yeah that's coming.""
operator said ""OK and when you have been using Allevyn on the wound are you sort of happy with the performance? They stick on. Lasting sort of seven days that kind of thing?""
customer said ""Sometimes we are not using them for seven days just Because the wounds are quite. They require earlier so they're not really lasting the seven days. But some people do tend to have a skin reaction to Allevyn",-10.213783264160156,1474,2083,"""Leg wounds generally Yes yeah yeah so sore or traumatic wounds generally I've only been in nursing since April so I'm just going off what I have seen. So we have abdominal wounds as well but yeah that's coming.""
operator said ""OK and when you have been using Allevyn on the wound are you sort of happy with the performance? They stick on. Lasting sort of seven days that kind of thing?""
customer said ""Sometimes we are not using them for seven days just Because the wounds are quite. They require earlier so they're not really lasting the seven days. But some people do tend to have a skin reaction to Allevyn",1473,2083
deepset/xlm-roberta-large-squad2,18255,1,0,What date is proposed for the next meeting?,no_answer,6.450314521789551,0,0,,0,0
deepset/xlm-roberta-large-squad2,18255,1,1,What date is proposed for the next meeting?,ders patients,-11.325605392456055,2629,2642," patients?""
customer said ""If I am seeing elders patients I'm going to go with a gentle border simpl",2585,2685
deepset/xlm-roberta-large-squad2,18255,1,2,What date is proposed for the next meeting?,seven days,-11.374655723571777,3365,3375,need it. Well that having to change more than seven days and they should be lasting up to if that's ,3320,3420
deepset/xlm-roberta-large-squad2,18255,1,3,What date is proposed for the next meeting?,ders,-11.519948959350586,2629,2633,"erly patients?""
customer said ""If I am seeing elders patients I'm going to go with a gentle border s",2581,2681
deepset/xlm-roberta-large-squad2,18255,1,4,What date is proposed for the next meeting?,Sometimes we are not using them for seven days,-11.550579071044922,1876,1922," of thing?""
customer said ""Sometimes we are not using them for seven days just Because the wounds ar",1849,1949
deepset/xlm-roberta-large-squad2,18256,0,0,What date is set for another meeting?,no_answer,5.801987648010254,0,0,,0,0
deepset/xlm-roberta-large-squad2,18256,0,1,What date is set for another meeting?,I'm good,-5.2514848709106445,207,215,"mer said ""Yes fine thank you?""
operator said ""I'm good thank you. I'm calling because I'm part of th",161,261
deepset/xlm-roberta-large-squad2,18256,0,2,What date is set for another meeting?,three weeks,-5.586365699768066,4995,5006,"ually on been over here working on this patch three weeks. I did everything.""
customer said ""That sh",4950,5050
deepset/xlm-roberta-large-squad2,18256,0,3,What date is set for another meeting?,good,-5.6720123291015625,210,214,"er said ""Yes fine thank you?""
operator said ""I'm good thank you. I'm calling because I'm part of the",162,262
deepset/xlm-roberta-large-squad2,18256,0,4,What date is set for another meeting?,"I'm good thank you. I'm calling because I'm part of the new team with Smith and Nephew. And we want to do is offer support for the youth around our dressing's and many of you use Allevyn?""
customer said ""Yes course we are. We still use it. Yeah. Brilliant.""
operator said ""Oh brilliant. OK so I think the main area that we wanted to focus on and it's going to take a bit of fact finding from me I'm still a bit new to the area and the use of the Allevyn around skin tear has been presented with a skin tear. What would be your process?""
customer said ""And basically it's like obviously you have to see if you can depend on the skin tear. You can gently mold it back into place and then keep it dry. And then it's the first line is an Allevyn on that. And if it needs anything else really and then you know we normally find after about a week it's done the job.""
operator said ""Brilliant I'm really glad to hear that you've mentioned the use of potentially something else. Is that with anything Allevyn or instead of Allevyn?""
customer said ""No it would be with Allevyn",-6.744969367980957,207,1275,"I'm good thank you. I'm calling because I'm part of the new team with Smith and Nephew. And we want to do is offer support for the youth around our dressing's and many of you use Allevyn?""
customer said ""Yes course we are. We still use it. Yeah. Brilliant.""
operator said ""Oh brilliant. OK so I think the main area that we wanted to focus on and it's going to take a bit of fact finding from me I'm still a bit new to the area and the use of the Allevyn around skin tear has been presented with a skin tear. What would be your process?""
customer said ""And basically it's like obviously you have to see if you can depend on the skin tear. You can gently mold it back into place and then keep it dry. And then it's the first line is an Allevyn on that. And if it needs anything else really and then you know we normally find after about a week it's done the job.""
operator said ""Brilliant I'm really glad to hear that you've mentioned the use of potentially something else. Is that with anything Allevyn or instead of Allevyn?""
customer said ""No it would be with Allevyn",207,1275
deepset/xlm-roberta-large-squad2,18256,1,0,What date is proposed for the next meeting?,no_answer,6.332211494445801,0,0,,0,0
deepset/xlm-roberta-large-squad2,18256,1,1,What date is proposed for the next meeting?,three weeks,-6.551807403564453,4995,5006,"ually on been over here working on this patch three weeks. I did everything.""
customer said ""That sh",4950,5050
deepset/xlm-roberta-large-squad2,18256,1,2,What date is proposed for the next meeting?,good,-6.715268135070801,210,214,"er said ""Yes fine thank you?""
operator said ""I'm good thank you. I'm calling because I'm part of the",162,262
deepset/xlm-roberta-large-squad2,18256,1,3,What date is proposed for the next meeting?,the nurses,-6.9954352378845215,2371,2381,aven't ordered it but I think it is basically the nurses who have ordered the silicone. But then I'v,2326,2426
deepset/xlm-roberta-large-squad2,18256,1,4,What date is proposed for the next meeting?,I'm good,-7.0574164390563965,207,215,"mer said ""Yes fine thank you?""
operator said ""I'm good thank you. I'm calling because I'm part of th",161,261
deepset/xlm-roberta-large-squad2,18257,0,0,What date is set for another meeting?,no_answer,3.2598183155059814,0,0,,0,0
deepset/xlm-roberta-large-squad2,18257,0,1,What date is set for another meeting?,next Thursday or Friday,3.0421457290649414,4224,4247,let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of t,4185,4285
deepset/xlm-roberta-large-squad2,18257,0,2,What date is set for another meeting?,"next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.""
customer said ""Yep OK""
operator said ""That's great Jean-Pierre thank you so much for taking the time. Could I just ask your surname please? Because I've got to write down who I've spoken to today.""
customer said ""Amegan""
operator said ""Amegan. Perfect. Thank you so much Jean-Pierre I really appreciate that. And I'll speak to you again in about maybe about a week",1.858302116394043,4224,4762," next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.""
customer said ""Yep OK""
operator said ""That's great Jean-Pierre thank you so much for taking the time. Could I just ask your surname please? Because I've got to write down who I've spoken to today.""
customer said ""Amegan""
operator said ""Amegan. Perfect. Thank you so much Jean-Pierre I really appreciate that. And I'll speak to you again in about maybe about a wee",4224,4762
deepset/xlm-roberta-large-squad2,18257,0,3,What date is set for another meeting?,Thursday or Friday,1.369261384010315,4229,4247,'s say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that,4188,4288
deepset/xlm-roberta-large-squad2,18257,0,4,What date is set for another meeting?,maybe next Thursday or Friday,1.090681552886963,4218,4247,nd let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use o,4182,4282
deepset/xlm-roberta-large-squad2,18257,1,0,What date is proposed for the next meeting?,no_answer,4.217597246170044,0,0,,0,0
deepset/xlm-roberta-large-squad2,18257,1,1,What date is proposed for the next meeting?,next Thursday or Friday,3.433398962020874,4224,4247,let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of t,4185,4285
deepset/xlm-roberta-large-squad2,18257,1,2,What date is proposed for the next meeting?,Thursday or Friday,3.2091028690338135,4229,4247,'s say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that,4188,4288
deepset/xlm-roberta-large-squad2,18257,1,3,What date is proposed for the next meeting?,maybe next Thursday or Friday,2.297391176223755,4218,4247,nd let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use o,4182,4282
deepset/xlm-roberta-large-squad2,18257,1,4,What date is proposed for the next meeting?,let's say about a week to 10 days maybe next Thursday or Friday,0.8675228357315063,4184,4247,you a call back and let's say about a week to 10 days maybe next Thursday or Friday. And we can disc,4165,4265
deepset/xlm-roberta-large-squad2,18258,0,0,What date is set for another meeting?,no_answer,6.09056282043457,0,0,,0,0
deepset/xlm-roberta-large-squad2,18258,0,1,What date is set for another meeting?,"OK. How are you?""
operator said ""I'm not too bad",-5.8156352043151855,596,644,"today?""
customer said ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from Sm",570,670
deepset/xlm-roberta-large-squad2,18258,0,2,What date is set for another meeting?,not too bad,-5.884449005126953,633,644,"aid ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from Smith and Nephew. If",588,688
deepset/xlm-roberta-large-squad2,18258,0,3,What date is set for another meeting?,"I'm OK. How are you?""
operator said ""I'm not too bad",-6.815179347991943,593,645," today?""
customer said ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from S",569,669
deepset/xlm-roberta-large-squad2,18258,0,4,What date is set for another meeting?,two minutes,-7.197409629821777,1091,1102,"se I'm busy at the.""
operator said ""Literally two minutes, two minute darling. All I want to do. No ",1046,1146
deepset/xlm-roberta-large-squad2,18258,1,0,What date is proposed for the next meeting?,no_answer,6.416130065917969,0,0,,0,0
deepset/xlm-roberta-large-squad2,18258,1,1,What date is proposed for the next meeting?,not too bad,-6.5852766036987305,633,644,"aid ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from Smith and Nephew. If",588,688
deepset/xlm-roberta-large-squad2,18258,1,2,What date is proposed for the next meeting?,"OK. How are you?""
operator said ""I'm not too bad",-6.80886173248291,596,644,"today?""
customer said ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from Sm",570,670
deepset/xlm-roberta-large-squad2,18258,1,3,What date is proposed for the next meeting?,I'm not too bad,-8.041990280151367,630,645,"said ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from Smith and Nephew. I",587,687
deepset/xlm-roberta-large-squad2,18258,1,4,What date is proposed for the next meeting?,"I'm OK. How are you?""
operator said ""I'm not too bad",-8.166454315185547,593,645," today?""
customer said ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from S",569,669
